,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,소속기업부,지정자문인
,199800,툴젠,137001,자연과학 및 공학 연구개발업,"6,516,249","3,258,124,500","500",원(KRW),02-873-8168,"서울특별시 금천구 가산디지털1로 219(가산동) 벽산디지털밸리 6차 1204,1205,1206 ",일반 기업부,한국투자증권㈜
,228180,티씨엠생명과학,137001,자연과학 및 공학 연구개발업,"3,266,470","1,633,235,000","500",원(KRW),031-698-3041,"경기도 성남시 분당구 판교로228번길 15, 3동 3층 (삼평동, 판교세븐벤처밸리 1)",일반 기업부,KB증권㈜
,277880,티에스아이,032902,특수 목적용 기계 제조업,"7,789,765","3,894,882,500","500",원(KRW),031-667-2623,경기도 화성시 향남읍 발안로 702-66(주)티에스아이 ,일반 기업부,한국투자증권㈜
,191600,티케이씨,032602,전자부품 제조업,"2,600,000","1,300,000,000","500",원(KRW),,인천광역시 남동구 남동서로269번길 4 ,일반 기업부,IBK투자증권㈜
,309900,티티씨디펜스,137309,"그외 기타 전문, 과학 및 기술 서비스업","10,000,000","5,000,000,000","500",원(KRW),02-406-3789,경기도 부천시 조마루로385번길 122삼보테크노타워 B214호 ,일반 기업부,IBK투자증권㈜
,217880,틸론,105802,소프트웨어 개발 및 공급업,"3,330,318","1,665,159,000","500",원(KRW),2627-9005,서울특별시 강서구 마곡중앙14로 22틸론 ,일반 기업부,KB증권㈜
,217950,파마리서치바이오,032102,의약품 제조업,"4,049,391","2,024,695,500","500",원(KRW),031-8039-1401,강원도 강릉시 사임당로 641-3 -,일반 기업부,하이투자증권㈜
,266870,파워풀엑스,074604,생활용품 도매업,"6,408,680","3,204,340,000","500",원(KRW),02-500-8088,서울특별시 강남구 논현로115길 13 파워풀엑스빌딩,일반 기업부,IBK투자증권㈜
,278990,파인이엠텍,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","3,624,222","1,812,111,000","500",원(KRW),031-463-8983,경기도 안양시 만안구 덕천로 38 3층,일반 기업부,유진투자증권㈜
,202960,판도라티비,105802,소프트웨어 개발 및 공급업,"11,915,582","5,957,791,000","500",원(KRW),070-4484-7100,경기도 성남시 분당구 대왕판교로644번길 49 DTC타워 11층 ,일반 기업부,IBK투자증권㈜
,327610,펨토바이오메드,137001,자연과학 및 공학 연구개발업,"5,497,965","2,748,982,500","500",원(KRW),031-622-8501,경기도 성남시 분당구 판교로228번길 17 ,일반 기업부,한국투자증권㈜
,227420,포레스팅블록체인,074607,기타 전문 도매업,"7,587,936","3,793,968,000","500",원(KRW),02-553-5638,서울특별시 송파구 송파대로 167문정역테라타워 제비(B)동 제8층 제비(B)817호 ,일반 기업부,KB증권㈜
,303360,프로테옴텍,032103,의료용품 및 기타 의약 관련제품 제조업,"5,048,897","2,524,448,500","500",원(KRW),02-6968-5277,서울특별시 강서구 양천로 401 강서한강자이타워 A동 702호 ,일반 기업부,한국투자증권㈜
,222670,플럼라인생명과학,137001,자연과학 및 공학 연구개발업,"2,513,000","1,256,500,000","500",원(KRW),02-6908-3540,서울특별시 서초구 방배로 2855층(한샘방배) ,일반 기업부,키움증권㈜
,150440,피노텍,105802,소프트웨어 개발 및 공급업,"9,565,412","4,782,706,000","500",원(KRW),02-522-3558,"서울특별시 서초구 양재천로9길 1 3층(양재동,용두빌딩) ",일반 기업부,KB증권㈜
,242350,피엔아이컴퍼니,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","4,761,520","2,380,760,000","500",원(KRW),070-8610-5333,제주특별자치도 제주시 첨단로 245-2 ,일반 기업부,한국투자증권㈜
,239890,피엔에이치테크,032001,기초 화학물질 제조업,"2,060,000","1,030,000,000","500",원(KRW),031-8021-1890,"경기도 용인시 기흥구 동백중앙로16번길 16-25, 804호(중동, 대우프론티어밸리1단지) ",일반 기업부,한국투자증권㈜
,331660,한국미라클피플사,032004,기타 화학제품 제조업,"1,100,000","550,000,000","500",원(KRW),031-544-6781,경기도 포천시 군내면 용정경제로1길 94-1 ,일반 기업부,유진투자증권㈜
,107640,한중엔시에스,033003,자동차 신품 부품 제조업,"3,795,000","1,897,500,000","500",원(KRW),054-337-5050,경북 영천시 채신동 영천일반산업단지 9B 1L,일반 기업부,IBK투자증권㈜
,284420,휴럼,031007,기타 식품 제조업,"3,645,690","1,822,845,000","500",원(KRW),02-3281-3688,"서울특별시 금천구 가산디지털2로 115 416호 (가산동, 대륭테크노타운 3차) ",일반 기업부,엔에이치투자증권주식회사
,212310,휴벡셀,032701,의료용 기기 제조업,"2,025,927","1,012,963,500","500",원(KRW),031-776-3690,"경기도 성남시 중원구 사기막골로 124, 101~105호(상대원동, 에스케이엔테크노파크 메가센터동) ",일반 기업부,신한금융투자㈜
